"","word","freq","first_Nmin1","last","first","first2","first3","second","third","fourth"
"2422","would mean alot if u",2,"would mean alot if","u","would","would mean","would mean alot","mean","alot","if"
"2423","would see all my imagine",2,"would see all my","imagine","would","would see","would see all","see","all","my"
"2424","wrong place at the wrong",2,"wrong place at the","wrong","wrong","wrong place","wrong place at","place","at","the"
"2425","ye desire when ye pray",2,"ye desire when ye","pray","ye","ye desire","ye desire when","desire","when","ye"
"2426","ye pray believe that ye",2,"ye pray believe that","ye","ye","ye pray","ye pray believe","pray","believe","that"
"2427","ye receive them and ye",2,"ye receive them and","ye","ye","ye receive","ye receive them","receive","them","and"
"2428","yeah i know it is",2,"yeah i know it","is","yeah","yeah i","yeah i know","i","know","it"
"2429","yes i am very aware",2,"yes i am very","aware","yes","yes i","yes i am","i","am","very"
"2430","yes there will be a",2,"yes there will be","a","yes","yes there","yes there will","there","will","be"
"2431","you and look forward to",2,"you and look forward","to","you","you and","you and look","and","look","forward"
"2432","you are going to be",2,"you are going to","be","you","you are","you are going","are","going","to"
"2433","you are going to love",2,"you are going to","love","you","you are","you are going","are","going","to"
"2434","you are in for a",2,"you are in for","a","you","you are","you are in","are","in","for"
"2435","you are interested in meeting",2,"you are interested in","meeting","you","you are","you are interested","are","interested","in"
"2436","you are not familiar with",2,"you are not familiar","with","you","you are","you are not","are","not","familiar"
"2437","you are not going to",2,"you are not going","to","you","you are","you are not","are","not","going"
"2438","you are not the only",2,"you are not the","only","you","you are","you are not","are","not","the"
"2439","you are on the right",2,"you are on the","right","you","you are","you are on","are","on","the"
"2440","you are such an inspiration",2,"you are such an","inspiration","you","you are","you are such","are","such","an"
"2441","you beat me to it",2,"you beat me to","it","you","you beat","you beat me","beat","me","to"
"2442","you but i can not",2,"you but i can","not","you","you but","you but i","but","i","can"
"2443","you can not blame me",2,"you can not blame","me","you","you can","you can not","can","not","blame"
"2444","you can see from the",2,"you can see from","the","you","you can","you can see","can","see","from"
"2445","you dm me your email",2,"you dm me your","email","you","you dm","you dm me","dm","me","your"
"2446","you dm me your number",2,"you dm me your","number","you","you dm","you dm me","dm","me","your"
"2447","you do not know what",2,"you do not know","what","you","you do","you do not","do","not","know"
"2448","you do not like change",2,"you do not like","change","you","you do","you do not","do","not","like"
"2449","you dont have to go",2,"you dont have to","go","you","you dont","you dont have","dont","have","to"
"2450","you fall in love with",2,"you fall in love","with","you","you fall","you fall in","fall","in","love"
"2451","you feel better about yourself",2,"you feel better about","yourself","you","you feel","you feel better","feel","better","about"
"2452","you feel sorry for the",2,"you feel sorry for","the","you","you feel","you feel sorry","feel","sorry","for"
"2453","you for all your support",2,"you for all your","support","you","you for","you for all","for","all","your"
"2454","you for the follow back",2,"you for the follow","back","you","you for","you for the","for","the","follow"
"2455","you for the follow i",2,"you for the follow","i","you","you for","you for the","for","the","follow"
"2456","you get the chance to",2,"you get the chance","to","you","you get","you get the","get","the","chance"
"2457","you get what you deserve",2,"you get what you","deserve","you","you get","you get what","get","what","you"
"2458","you had a great day",2,"you had a great","day","you","you had","you had a","had","a","great"
"2459","you have a few minutes",2,"you have a few","minutes","you","you have","you have a","have","a","few"
"2460","you have a great week",2,"you have a great","week","you","you have","you have a","have","a","great"
"2461","you have a great weekend",2,"you have a great","weekend","you","you have","you have a","have","a","great"
"2462","you have a lot of",2,"you have a lot","of","you","you have","you have a","have","a","lot"
"2463","you have any questions about",2,"you have any questions","about","you","you have","you have any","have","any","questions"
"2464","you have been reading my",2,"you have been reading","my","you","you have","you have been","have","been","reading"
"2465","you have been waiting for",2,"you have been waiting","for","you","you have","you have been","have","been","waiting"
"2466","you have the right to",2,"you have the right","to","you","you have","you have the","have","the","right"
"2467","you have to be prepared",2,"you have to be","prepared","you","you have","you have to","have","to","be"
"2468","you have to do something",2,"you have to do","something","you","you have","you have to","have","to","do"
"2469","you have to get your",2,"you have to get","your","you","you have","you have to","have","to","get"
"2470","you have to know who",2,"you have to know","who","you","you have","you have to","have","to","know"
