"","word","freq","first_Nmin1","last"
"11492","or get",6,"or","get"
"11493","or he",6,"or","he"
"11494","or less",6,"or","less"
"11495","or whether",6,"or","whether"
"11496","or worse",6,"or","worse"
"11497","orange juice",6,"orange","juice"
"11498","ordered a",6,"ordered","a"
"11499","ordered the",6,"ordered","the"
"11500","other i",6,"other","i"
"11501","other is",6,"other","is"
"11502","other night",6,"other","night"
"11503","other times",6,"other","times"
"11504","others have",6,"others","have"
"11505","others i",6,"others","i"
"11506","others who",6,"others","who"
"11507","our best",6,"our","best"
"11508","our family",6,"our","family"
"11509","our living",6,"our","living"
"11510","our office",6,"our","office"
"11511","our wonderful",6,"our","wonderful"
"11512","our world",6,"our","world"
"11513","out lol",6,"out","lol"
"11514","out these",6,"out","these"
"11515","out when",6,"out","when"
"11516","over an",6,"over","an"
"11517","over here",6,"over","here"
"11518","over medium",6,"over","medium"
"11519","over us",6,"over","us"
"11520","paid a",6,"paid","a"
"11521","pain and",6,"pain","and"
"11522","parents to",6,"parents","to"
"11523","parents who",6,"parents","who"
"11524","pass on",6,"pass","on"
"11525","past two",6,"past","two"
"11526","patience and",6,"patience","and"
"11527","patricks day",6,"patricks","day"
"11528","peace with",6,"peace","with"
"11529","people a",6,"people","a"
"11530","people as",6,"people","as"
"11531","people but",6,"people","but"
"11532","people is",6,"people","is"
"11533","people or",6,"people","or"
"11534","people the",6,"people","the"
"11535","people they",6,"people","they"
"11536","per week",6,"per","week"
"11537","percentage of",6,"percentage","of"
"11538","personally i",6,"personally","i"
"11539","perspective on",6,"perspective","on"
"11540","phone with",6,"phone","with"
"11541","photo shoot",6,"photo","shoot"
"11542","pick out",6,"pick","out"
"11543","pizza and",6,"pizza","and"
"11544","place within",6,"place","within"
"11545","plan and",6,"plan","and"
"11546","plan on",6,"plan","on"
"11547","plan was",6,"plan","was"
"11548","play and",6,"play","and"
"11549","play on",6,"play","on"
"11550","play this",6,"play","this"
"11551","please tell",6,"please","tell"
"11552","pleased to",6,"pleased","to"
"11553","pm at",6,"pm","at"
"11554","pm in",6,"pm","in"
"11555","point that",6,"point","that"
"11556","point where",6,"point","where"
"11557","points in",6,"points","in"
"11558","police and",6,"police","and"
"11559","possibly be",6,"possibly","be"
"11560","posted on",6,"posted","on"
"11561","power in",6,"power","in"
"11562","prayer and",6,"prayer","and"
"11563","prepared for",6,"prepared","for"
"11564","presented by",6,"presented","by"
"11565","price for",6,"price","for"
"11566","price to",6,"price","to"
"11567","problems and",6,"problems","and"
"11568","produced by",6,"produced","by"
"11569","projects and",6,"projects","and"
"11570","projects in",6,"projects","in"
"11571","ps i",6,"ps","i"
"11572","public and",6,"public","and"
"11573","put this",6,"put","this"
"11574","put together",6,"put","together"
"11575","putting a",6,"putting","a"
"11576","q what",6,"q","what"
"11577","question what",6,"question","what"
"11578","quite sure",6,"quite","sure"
"11579","read for",6,"read","for"
"11580","reading about",6,"reading","about"
"11581","reading and",6,"reading","and"
"11582","realize the",6,"realize","the"
"11583","really about",6,"really","about"
"11584","really get",6,"really","get"
"11585","really impressed",6,"really","impressed"
"11586","really in",6,"really","in"
"11587","really not",6,"really","not"
"11588","really should",6,"really","should"
"11589","reason that",6,"reason","that"
"11590","reasons why",6,"reasons","why"
"11591","recipes and",6,"recipes","and"
"11592","record of",6,"record","of"
"11593","red sox",6,"red","sox"
"11594","reflection of",6,"reflection","of"
"11595","refuse to",6,"refuse","to"
"11596","regards to",6,"regards","to"
"11597","relationship to",6,"relationship","to"
"11598","relationships with",6,"relationships","with"
"11599","released in",6,"released","in"
"11600","remember i",6,"remember","i"
"11601","remember it",6,"remember","it"
"11602","remind you",6,"remind","you"
"11603","reply to",6,"reply","to"
"11604","require a",6,"require","a"
"11605","research and",6,"research","and"
"11606","resort to",6,"resort","to"
"11607","result was",6,"result","was"
"11608","right from",6,"right","from"
"11609","right is",6,"right","is"
"11610","right next",6,"right","next"
"11611","right side",6,"right","side"
"11612","right up",6,"right","up"
"11613","right way",6,"right","way"
"11614","rights to",6,"rights","to"
"11615","rise up",6,"rise","up"
"11616","room is",6,"room","is"
"11617","room with",6,"room","with"
"11618","rooting for",6,"rooting","for"
"11619","rt hey",6,"rt","hey"
"11620","rt is",6,"rt","is"
"11621","rt oh",6,"rt","oh"
"11622","rt so",6,"rt","so"
"11623","rt thank",6,"rt","thank"
"11624","rt to",6,"rt","to"
"11625","rt who",6,"rt","who"
"11626","run away",6,"run","away"
"11627","run down",6,"run","down"
"11628","run out",6,"run","out"
"11629","run through",6,"run","through"
"11630","run to",6,"run","to"
"11631","running in",6,"running","in"
"11632","running out",6,"running","out"
"11633","running with",6,"running","with"
"11634","s in",6,"s","in"
"11635","safety and",6,"safety","and"
"11636","said is",6,"said","is"
"11637","same day",6,"same","day"
"11638","saturday we",6,"saturday","we"
"11639","save your",6,"save","your"
"11640","saw an",6,"saw","an"
"11641","saw this",6,"saw","this"
"11642","say my",6,"say","my"
"11643","say something",6,"say","something"
"11644","saying you",6,"saying","you"
"11645","screaming and",6,"screaming","and"
"11646","season finale",6,"season","finale"
"11647","season is",6,"season","is"
"11648","second round",6,"second","round"
"11649","second time",6,"second","time"
"11650","secret service",6,"secret","service"
"11651","security and",6,"security","and"
"11652","see here",6,"see","here"
"11653","see so",6,"see","so"
"11654","see where",6,"see","where"
"11655","seeing it",6,"seeing","it"
"11656","seeing that",6,"seeing","that"
"11657","seemed like",6,"seemed","like"
"11658","sent him",6,"sent","him"
"11659","sent me",6,"sent","me"
"11660","series i",6,"series","i"
"11661","seriously i",6,"seriously","i"
"11662","serve the",6,"serve","the"
"11663","served in",6,"served","in"
"11664","services for",6,"services","for"
"11665","set off",6,"set","off"
"11666","settle for",6,"settle","for"
"11667","several of",6,"several","of"
"11668","several times",6,"several","times"
"11669","sewing machine",6,"sewing","machine"
"11670","share of",6,"share","of"
"11671","she follows",6,"she","follows"
"11672","she likes",6,"she","likes"
"11673","she looked",6,"she","looked"
"11674","she never",6,"she","never"
"11675","shoot me",6,"shoot","me"
"11676","shoot with",6,"shoot","with"
"11677","shooting a",6,"shooting","a"
"11678","shop for",6,"shop","for"
"11679","shots of",6,"shots","of"
"11680","should give",6,"should","give"
"11681","show and",6,"show","and"
"11682","show them",6,"show","them"
"11683","show was",6,"show","was"
"11684","shown in",6,"shown","in"
"11685","side the",6,"side","the"
"11686","simple as",6,"simple","as"
"11687","simply because",6,"simply","because"
"11688","since you",6,"since","you"
"11689","sister and",6,"sister","and"
"11690","sit and",6,"sit","and"
"11691","site is",6,"site","is"
"11692","six years",6,"six","years"
"11693","skills and",6,"skills","and"
"11694","sleep at",6,"sleep","at"
"11695","slow down",6,"slow","down"
"11696","small bowl",6,"small","bowl"
"11697","small business",6,"small","business"
"11698","smell like",6,"smell","like"
"11699","so busy",6,"so","busy"
"11700","so close",6,"so","close"
"11701","so heres",6,"so","heres"
"11702","so instead",6,"so","instead"
"11703","so late",6,"so","late"
"11704","so not",6,"so","not"
"11705","so ready",6,"so","ready"
"11706","so sick",6,"so","sick"
"11707","so simple",6,"so","simple"
"11708","so then",6,"so","then"
"11709","so your",6,"so","your"
"11710","soft and",6,"soft","and"
"11711","some one",6,"some","one"
"11712","some pretty",6,"some","pretty"
"11713","some ways",6,"some","ways"
"11714","some would",6,"some","would"
"11715","somehow i",6,"somehow","i"
"11716","someone i",6,"someone","i"
"11717","something and",6,"something","and"
"11718","something was",6,"something","was"
"11719","something we",6,"something","we"
"11720","somewhere else",6,"somewhere","else"
"11721","son of",6,"son","of"
"11722","song and",6,"song","and"
"11723","song i",6,"song","i"
"11724","sounds of",6,"sounds","of"
"11725","south carolina",6,"south","carolina"
"11726","space in",6,"space","in"
"11727","speak in",6,"speak","in"
"11728","special thanks",6,"special","thanks"
"11729","spending the",6,"spending","the"
"11730","spirit and",6,"spirit","and"
"11731","st patricks",6,"st","patricks"
"11732","stand on",6,"stand","on"
"11733","stands for",6,"stands","for"
"11734","star trek",6,"star","trek"
"11735","stare at",6,"stare","at"
"11736","start getting",6,"start","getting"
"11737","start i",6,"start","i"
"11738","starting at",6,"starting","at"
"11739","stated that",6,"stated","that"
"11740","stay on",6,"stay","on"
"11741","staying up",6,"staying","up"
"11742","stick to",6,"stick","to"
"11743","still had",6,"still","had"
"11744","still has",6,"still","has"
"11745","stop being",6,"stop","being"
"11746","stopped by",6,"stopped","by"
"11747","store is",6,"store","is"
"11748","story on",6,"story","on"
"11749","street and",6,"street","and"
"11750","stretch of",6,"stretch","of"
"11751","students in",6,"students","in"
"11752","stuff to",6,"stuff","to"
"11753","stuff you",6,"stuff","you"
"11754","style and",6,"style","and"
"11755","subject of",6,"subject","of"
"11756","submit to",6,"submit","to"
"11757","success and",6,"success","and"
"11758","success of",6,"success","of"
"11759","summer and",6,"summer","and"
"11760","support of",6,"support","of"
"11761","supreme court",6,"supreme","court"
"11762","sure all",6,"sure","all"
"11763","sure there",6,"sure","there"
"11764","sure why",6,"sure","why"
"11765","surprised by",6,"surprised","by"
"11766","sweet i",6,"sweet","i"
"11767","sweet potato",6,"sweet","potato"
"11768","system is",6,"system","is"
"11769","take him",6,"take","him"
"11770","take place",6,"take","place"
"11771","take their",6,"take","their"
"11772","taken in",6,"taken","in"
"11773","takes place",6,"takes","place"
"11774","taking care",6,"taking","care"
"11775","tale of",6,"tale","of"
"11776","taste and",6,"taste","and"
"11777","taste like",6,"taste","like"
"11778","th i",6,"th","i"
"11779","than an",6,"than","an"
"11780","than enough",6,"than","enough"
"11781","than he",6,"than","he"
"11782","than my",6,"than","my"
"11783","thank goodness",6,"thank","goodness"
"11784","thankful to",6,"thankful","to"
"11785","thanks guys",6,"thanks","guys"
"11786","that although",6,"that","although"
"11787","that any",6,"that","any"
"11788","that come",6,"that","come"
"11789","that helps",6,"that","helps"
"11790","that hes",6,"that","hes"
"11791","that idea",6,"that","idea"
"11792","that little",6,"that","little"
"11793","that love",6,"that","love"
"11794","that matter",6,"that","matter"
"11795","that more",6,"that","more"
"11796","that old",6,"that","old"
"11797","that or",6,"that","or"
"11798","that something",6,"that","something"
"11799","that sucks",6,"that","sucks"
"11800","that takes",6,"that","takes"
"11801","that things",6,"that","things"
"11802","that women",6,"that","women"
"11803","thats right",6,"thats","right"
"11804","the a",6,"the","a"
"11805","the actors",6,"the","actors"
"11806","the angels",6,"the","angels"
"11807","the assembly",6,"the","assembly"
"11808","the awesome",6,"the","awesome"
"11809","the bands",6,"the","bands"
"11810","the basic",6,"the","basic"
"11811","the bridge",6,"the","bridge"
"11812","the bright",6,"the","bright"
"11813","the brooklyn",6,"the","brooklyn"
"11814","the calendar",6,"the","calendar"
"11815","the candy",6,"the","candy"
"11816","the cards",6,"the","cards"
"11817","the cause",6,"the","cause"
"11818","the chief",6,"the","chief"
"11819","the chinese",6,"the","chinese"
"11820","the coast",6,"the","coast"
"11821","the coconut",6,"the","coconut"
"11822","the coffee",6,"the","coffee"
"11823","the coming",6,"the","coming"
"11824","the common",6,"the","common"
"11825","the companys",6,"the","companys"
"11826","the contest",6,"the","contest"
"11827","the core",6,"the","core"
"11828","the corporate",6,"the","corporate"
"11829","the counter",6,"the","counter"
"11830","the darkness",6,"the","darkness"
"11831","the date",6,"the","date"
"11832","the dc",6,"the","dc"
"11833","the decision",6,"the","decision"
"11834","the digital",6,"the","digital"
"11835","the dude",6,"the","dude"
"11836","the effort",6,"the","effort"
"11837","the elements",6,"the","elements"
"11838","the episode",6,"the","episode"
"11839","the er",6,"the","er"
"11840","the exception",6,"the","exception"
"11841","the existence",6,"the","existence"
"11842","the far",6,"the","far"
"11843","the fast",6,"the","fast"
"11844","the fight",6,"the","fight"
"11845","the finished",6,"the","finished"
"11846","the force",6,"the","force"
"11847","the foundation",6,"the","foundation"
"11848","the glass",6,"the","glass"
"11849","the golf",6,"the","golf"
