"","word","freq","first_Nmin1","last","first","second"
"8397","then do not",4,"then do","not","then","do"
"8398","then i guess",4,"then i","guess","then","i"
"8399","then i have",4,"then i","have","then","i"
"8400","then i realized",4,"then i","realized","then","i"
"8401","then we can",4,"then we","can","then","we"
"8402","there are people",4,"there are","people","there","are"
"8403","there but i",4,"there but","i","there","but"
"8404","there is another",4,"there is","another","there","is"
"8405","there is any",4,"there is","any","there","is"
"8406","there is more",4,"there is","more","there","is"
"8407","there should be",4,"there should","be","there","should"
"8408","there was not",4,"there was","not","there","was"
"8409","there was some",4,"there was","some","there","was"
"8410","there were the",4,"there were","the","there","were"
"8411","there would be",4,"there would","be","there","would"
"8412","these days i",4,"these days","i","these","days"
"8413","these things are",4,"these things","are","these","things"
"8414","they are also",4,"they are","also","they","are"
"8415","they are both",4,"they are","both","they","are"
"8416","they are coming",4,"they are","coming","they","are"
"8417","they are giving",4,"they are","giving","they","are"
"8418","they are gonna",4,"they are","gonna","they","are"
"8419","they are good",4,"they are","good","they","are"
"8420","they are in",4,"they are","in","they","are"
"8421","they are on",4,"they are","on","they","are"
"8422","they dont have",4,"they dont","have","they","dont"
"8423","they had been",4,"they had","been","they","had"
"8424","they have had",4,"they have","had","they","have"
"8425","they have the",4,"they have","the","they","have"
"8426","they might be",4,"they might","be","they","might"
"8427","they should have",4,"they should","have","they","should"
"8428","they were born",4,"they were","born","they","were"
"8429","they will do",4,"they will","do","they","will"
"8430","thing i want",4,"thing i","want","thing","i"
"8431","thing is i",4,"thing is","i","thing","is"
"8432","thing you can",4,"thing you","can","thing","you"
"8433","things in the",4,"things in","the","things","in"
"8434","things of the",4,"things of","the","things","of"
"8435","things on the",4,"things on","the","things","on"
"8436","think about you",4,"think about","you","think","about"
"8437","think i might",4,"think i","might","think","i"
"8438","think i saw",4,"think i","saw","think","i"
"8439","think i was",4,"think i","was","think","i"
"8440","think it will",4,"think it","will","think","it"
"8441","think of all",4,"think of","all","think","of"
"8442","think of is",4,"think of","is","think","of"
"8443","think of you",4,"think of","you","think","of"
"8444","think she is",4,"think she","is","think","she"
"8445","think that it",4,"think that","it","think","that"
"8446","think we are",4,"think we","are","think","we"
"8447","thinking about it",4,"thinking about","it","thinking","about"
"8448","this and i",4,"this and","i","this","and"
"8449","this be a",4,"this be","a","this","be"
"8450","this book is",4,"this book","is","this","book"
"8451","this but i",4,"this but","i","this","but"
"8452","this case the",4,"this case","the","this","case"
"8453","this is another",4,"this is","another","this","is"
"8454","this is good",4,"this is","good","this","is"
"8455","this life is",4,"this life","is","this","life"
"8456","this may be",4,"this may","be","this","may"
"8457","this morning to",4,"this morning","to","this","morning"
"8458","this of course",4,"this of","course","this","of"
"8459","this past week",4,"this past","week","this","past"
"8460","this show is",4,"this show","is","this","show"
"8461","this sort of",4,"this sort","of","this","sort"
"8462","this summer i",4,"this summer","i","this","summer"
"8463","this time around",4,"this time","around","this","time"
"8464","this time we",4,"this time","we","this","time"
"8465","this to be",4,"this to","be","this","to"
"8466","this to me",4,"this to","me","this","to"
"8467","this type of",4,"this type","of","this","type"
"8468","this was going",4,"this was","going","this","was"
"8469","this way the",4,"this way","the","this","way"
"8470","this week that",4,"this week","that","this","week"
"8471","this weekend we",4,"this weekend","we","this","weekend"
"8472","this year as",4,"this year","as","this","year"
"8473","this year than",4,"this year","than","this","year"
"8474","this year the",4,"this year","the","this","year"
"8475","those days i",4,"those days","i","those","days"
"8476","those who do",4,"those who","do","those","who"
"8477","though he is",4,"though he","is","though","he"
"8478","though i do",4,"though i","do","though","i"
"8479","though i think",4,"though i","think","though","i"
"8480","though it is",4,"though it","is","though","it"
"8481","thought of it",4,"thought of","it","thought","of"
"8482","thought that was",4,"thought that","was","thought","that"
"8483","thousands of dollars",4,"thousands of","dollars","thousands","of"
"8484","thousands of people",4,"thousands of","people","thousands","of"
"8485","three of them",4,"three of","them","three","of"
"8486","three years ago",4,"three years","ago","three","years"
"8487","through a series",4,"through a","series","through","a"
"8488","throughout the day",4,"throughout the","day","throughout","the"
"8489","tickets to the",4,"tickets to","the","tickets","to"
"8490","time and place",4,"time and","place","time","and"
"8491","time for me",4,"time for","me","time","for"
"8492","time for my",4,"time for","my","time","for"
"8493","time for you",4,"time for","you","time","for"
"8494","time i think",4,"time i","think","time","i"
"8495","time to eat",4,"time to","eat","time","to"
"8496","time to find",4,"time to","find","time","to"
"8497","time to watch",4,"time to","watch","time","to"
"8498","time when i",4,"time when","i","time","when"
"8499","times i have",4,"times i","have","times","i"
"8500","to a boil",4,"to a","boil","to","a"
"8501","to a different",4,"to a","different","to","a"
"8502","to a few",4,"to a","few","to","a"
"8503","to a group",4,"to a","group","to","a"
"8504","to act as",4,"to act","as","to","act"
"8505","to add some",4,"to add","some","to","add"
"8506","to add the",4,"to add","the","to","add"
"8507","to and the",4,"to and","the","to","and"
"8508","to announce that",4,"to announce","that","to","announce"
"8509","to anyone who",4,"to anyone","who","to","anyone"
"8510","to ask you",4,"to ask","you","to","ask"
"8511","to be called",4,"to be","called","to","be"
"8512","to be considered",4,"to be","considered","to","be"
"8513","to be filled",4,"to be","filled","to","be"
"8514","to be found",4,"to be","found","to","be"
"8515","to be free",4,"to be","free","to","be"
"8516","to be good",4,"to be","good","to","be"
"8517","to be had",4,"to be","had","to","be"
"8518","to be happy",4,"to be","happy","to","be"
"8519","to be his",4,"to be","his","to","be"
"8520","to be said",4,"to be","said","to","be"
"8521","to be seen",4,"to be","seen","to","be"
"8522","to be sure",4,"to be","sure","to","be"
"8523","to be to",4,"to be","to","to","be"
"8524","to be working",4,"to be","working","to","be"
"8525","to become more",4,"to become","more","to","become"
"8526","to blame for",4,"to blame","for","to","blame"
"8527","to build up",4,"to build","up","to","build"
"8528","to buy the",4,"to buy","the","to","buy"
"8529","to call it",4,"to call","it","to","call"
"8530","to check it",4,"to check","it","to","check"
"8531","to come on",4,"to come","on","to","come"
"8532","to complain about",4,"to complain","about","to","complain"
"8533","to destroy the",4,"to destroy","the","to","destroy"
"8534","to die for",4,"to die","for","to","die"
"8535","to do and",4,"to do","and","to","do"
"8536","to fill the",4,"to fill","the","to","fill"
"8537","to find this",4,"to find","this","to","find"
"8538","to finish it",4,"to finish","it","to","finish"
"8539","to fix my",4,"to fix","my","to","fix"
"8540","to get all",4,"to get","all","to","get"
"8541","to get done",4,"to get","done","to","get"
"8542","to get from",4,"to get","from","to","get"
"8543","to get people",4,"to get","people","to","get"
"8544","to get through",4,"to get","through","to","get"
"8545","to give her",4,"to give","her","to","give"
"8546","to give him",4,"to give","him","to","give"
"8547","to give them",4,"to give","them","to","give"
"8548","to give to",4,"to give","to","to","give"
"8549","to go around",4,"to go","around","to","go"
"8550","to go down",4,"to go","down","to","go"
"8551","to go into",4,"to go","into","to","go"
"8552","to go there",4,"to go","there","to","go"
"8553","to go up",4,"to go","up","to","go"
"8554","to have another",4,"to have","another","to","have"
"8555","to have your",4,"to have","your","to","have"
"8556","to head to",4,"to head","to","to","head"
"8557","to help out",4,"to help","out","to","help"
"8558","to hit up",4,"to hit","up","to","hit"
"8559","to hold her",4,"to hold","her","to","hold"
"8560","to in the",4,"to in","the","to","in"
"8561","to indulge in",4,"to indulge","in","to","indulge"
"8562","to join a",4,"to join","a","to","join"
"8563","to keep going",4,"to keep","going","to","keep"
"8564","to keep it",4,"to keep","it","to","keep"
"8565","to keep things",4,"to keep","things","to","keep"
"8566","to know the",4,"to know","the","to","know"
"8567","to know this",4,"to know","this","to","know"
"8568","to learn from",4,"to learn","from","to","learn"
"8569","to learn more",4,"to learn","more","to","learn"
"8570","to learn that",4,"to learn","that","to","learn"
"8571","to leave her",4,"to leave","her","to","leave"
"8572","to live up",4,"to live","up","to","live"
"8573","to look into",4,"to look","into","to","look"
"8574","to love it",4,"to love","it","to","love"
"8575","to love the",4,"to love","the","to","love"
"8576","to make one",4,"to make","one","to","make"
"8577","to make our",4,"to make","our","to","make"
"8578","to make something",4,"to make","something","to","make"
"8579","to make these",4,"to make","these","to","make"
"8580","to make things",4,"to make","things","to","make"
"8581","to make up",4,"to make","up","to","make"
"8582","to me is",4,"to me","is","to","me"
"8583","to me so",4,"to me","so","to","me"
"8584","to me when",4,"to me","when","to","me"
"8585","to me you",4,"to me","you","to","me"
