"","word","freq","first_Nmin1","last","first","first2","second","third"
"9205","the commercials leading up",2,"the commercials leading","up","the","the commercials","commercials","leading"
"9206","the computer for a",2,"the computer for","a","the","the computer","computer","for"
"9207","the concept of the",2,"the concept of","the","the","the concept","concept","of"
"9208","the construction of the",2,"the construction of","the","the","the construction","construction","of"
"9209","the coolest thing ever",2,"the coolest thing","ever","the","the coolest","coolest","thing"
"9210","the cops and the",2,"the cops and","the","the","the cops","cops","and"
"9211","the core of the",2,"the core of","the","the","the core","core","of"
"9212","the creation of the",2,"the creation of","the","the","the creation","creation","of"
"9213","the crux of the",2,"the crux of","the","the","the crux","crux","of"
"9214","the cycle of poverty",2,"the cycle of","poverty","the","the cycle","cycle","of"
"9215","the day in boston",2,"the day in","boston","the","the day","day","in"
"9216","the day is a",2,"the day is","a","the","the day","day","is"
"9217","the day it is",2,"the day it","is","the","the day","day","it"
"9218","the day we are",2,"the day we","are","the","the day","day","we"
"9219","the death of me",2,"the death of","me","the","the death","death","of"
"9220","the deathly hallows part",2,"the deathly hallows","part","the","the deathly","deathly","hallows"
"9221","the difference between the",2,"the difference between","the","the","the difference","difference","between"
"9222","the dining room table",2,"the dining room","table","the","the dining","dining","room"
"9223","the dots on the",2,"the dots on","the","the","the dots","dots","on"
"9224","the downfall of us",2,"the downfall of","us","the","the downfall","downfall","of"
"9225","the duty of the",2,"the duty of","the","the","the duty","duty","of"
"9226","the early days of",2,"the early days","of","the","the early","early","days"
"9227","the early th century",2,"the early th","century","the","the early","early","th"
"9228","the edges of the",2,"the edges of","the","the","the edges","edges","of"
"9229","the effect of the",2,"the effect of","the","the","the effect","effect","of"
"9230","the end i did",2,"the end i","did","the","the end","end","i"
"9231","the end of a",2,"the end of","a","the","the end","end","of"
"9232","the end of days",2,"the end of","days","the","the end","end","of"
"9233","the end of his",2,"the end of","his","the","the end","end","of"
"9234","the end of last",2,"the end of","last","the","the end","end","of"
"9235","the ending of the",2,"the ending of","the","the","the ending","ending","of"
"9236","the establishment of the",2,"the establishment of","the","the","the establishment","establishment","of"
"9237","the exception that proves",2,"the exception that","proves","the","the exception","exception","that"
"9238","the existence of the",2,"the existence of","the","the","the existence","existence","of"
"9239","the face with a",2,"the face with","a","the","the face","face","with"
"9240","the fact of the",2,"the fact of","the","the","the fact","fact","of"
"9241","the fact that many",2,"the fact that","many","the","the fact","fact","that"
"9242","the fact that they",2,"the fact that","they","the","the fact","fact","that"
"9243","the fact that we",2,"the fact that","we","the","the fact","fact","that"
"9244","the fact that you",2,"the fact that","you","the","the fact","fact","that"
"9245","the far end of",2,"the far end","of","the","the far","far","end"
"9246","the far side of",2,"the far side","of","the","the far","far","side"
"9247","the federal government to",2,"the federal government","to","the","the federal","federal","government"
"9248","the fifth time this",2,"the fifth time","this","the","the fifth","fifth","time"
"9249","the final hours of",2,"the final hours","of","the","the final","final","hours"
"9250","the finishing touches on",2,"the finishing touches","on","the","the finishing","finishing","touches"
"9251","the first day i",2,"the first day","i","the","the first","first","day"
"9252","the first few weeks",2,"the first few","weeks","the","the first","first","few"
"9253","the first guy who",2,"the first guy","who","the","the first","first","guy"
"9254","the first is the",2,"the first is","the","the","the first","first","is"
"9255","the first of its",2,"the first of","its","the","the first","first","of"
"9256","the first one to",2,"the first one","to","the","the first","first","one"
"9257","the first or second",2,"the first or","second","the","the first","first","or"
"9258","the first person to",2,"the first person","to","the","the first","first","person"
"9259","the first place and",2,"the first place","and","the","the first","first","place"
"9260","the first saturday of",2,"the first saturday","of","the","the first","first","saturday"
"9261","the first thing i",2,"the first thing","i","the","the first","first","thing"
"9262","the first time around",2,"the first time","around","the","the first","first","time"
"9263","the first time by",2,"the first time","by","the","the first","first","time"
"9264","the first time i",2,"the first time","i","the","the first","first","time"
"9265","the first time the",2,"the first time","the","the","the first","first","time"
"9266","the first time we",2,"the first time","we","the","the first","first","time"
"9267","the follow if you",2,"the follow if","you","the","the follow","follow","if"
"9268","the fortunes of the",2,"the fortunes of","the","the","the fortunes","fortunes","of"
"9269","the fourth be with",2,"the fourth be","with","the","the fourth","fourth","be"
"9270","the free library of",2,"the free library","of","the","the free","free","library"
"9271","the fun out of",2,"the fun out","of","the","the fun","fun","out"
"9272","the funny thing is",2,"the funny thing","is","the","the funny","funny","thing"
"9273","the future when we",2,"the future when","we","the","the future","future","when"
"9274","the galaxy s iii",2,"the galaxy s","iii","the","the galaxy","galaxy","s"
"9275","the game case in",2,"the game case","in","the","the game","game","case"
"9276","the game last night",2,"the game last","night","the","the game","game","last"
"9277","the game so far",2,"the game so","far","the","the game","game","so"
"9278","the goal is to",2,"the goal is","to","the","the goal","goal","is"
"9279","the good of the",2,"the good of","the","the","the good","good","of"
"9280","the great american music",2,"the great american","music","the","the great","great","american"
"9281","the grocery store and",2,"the grocery store","and","the","the grocery","grocery","store"
"9282","the guy behind me",2,"the guy behind","me","the","the guy","guy","behind"
"9283","the gym right now",2,"the gym right","now","the","the gym","gym","right"
"9284","the head with the",2,"the head with","the","the","the head","head","with"
"9285","the heat and simmer",2,"the heat and","simmer","the","the heat","heat","and"
"9286","the height of the",2,"the height of","the","the","the height","height","of"
"9287","the highlight of the",2,"the highlight of","the","the","the highlight","highlight","of"
"9288","the hilltop on twitter",2,"the hilltop on","twitter","the","the hilltop","hilltop","on"
"9289","the history of our",2,"the history of","our","the","the history","history","of"
"9290","the holy spirit to",2,"the holy spirit","to","the","the holy","holy","spirit"
